name,line
707,Nice~ Can’t believe u get to work straight after college lol
707,Thought they r the same? O_O?
707,I traced the IP…
707,Ya. I’m only saying I’m looking it up.
707,U don’t care anyways lol.
707,Nothing recent.
707,Oh and also!
707,"You have a better sense of who we are now, MC?"
707,Doubted you’d do it urself.
707,Oh. U already said lol.
707,Do u have that person’s username or chat record?
707,I made it impossible to log in without setting a username.
707,Nothing’s in the log…
707,It’s mandatory to set a username so he must have set it that way.
707,Anyways.
707,I should trace the person who distributed the app.
707,The evil mastermind.
707,I told him everything through the phone.
707,Uhm. Sorry but…
707,I can’t tell you that.
707,Not even her immediate family can go.
707,"Yup. That’s true, but also I’m the one who developed this app."
707,So then that ‘Unknown’ person…
707,Hosting parties?
707,But still…
707,Owner of the phone?
707,You were phished lol
707,had the person ‘Unknown’ convince u to go to the apartment.
707,Lol excited because she’s a girl?
707,"Ya. If you don’t cooperate, we can all team up to put u in trouble."
707,"First, we all know that u trespassed on the apartment^^"
707,Thank you for ur cooperation.
707,MC has to know this anyways…
707,I guess ur busy right now. Ur replies are really late.
707,Glad there’s a use for them lol
707,I created this chatroom lol.
707,Uhm. How do you know she’s pretty? I didn’t even send the photo. 
707,Ya. I have to register her before she changes her mind.
707,Good. I’ve registered her as a member! Oh. We don’t really need ur signature.
707,^^… Since it’s a verbal contract.
707,I’m gonna leave for a sec. Need to check sth.
707,How do u know how much I get paid?
707,Oh lol. Did u like the photo?
707,lol take the subway.
707,Knew it lol.
707,I want to see her~
707,…That was a bit too much.
707,Ya? She’s not picky with me.
707,"Alright, so all I have to do is hang around with this security guard and then go in lol. Okie dokie."
707,Nah~ I love everyone.
707,You don’t have to be careful of me haha
707,Wow! Ur like the only one who gets me in this group.
707,Ur cat is alive and well haha
707,Why can’t anyone recognize the love inside of me?
707,What’s that?
707,"Well, I had no choice because it was top secret."
707,Wow! She thinks I’m funny.
707,"Ya. But it was just once, and I don’t even remember where it is now~"
707,I just went to install AP…
707,I dunno about any secrets~
707,Don’t fear me.
707,Okay. Hope u make the right decision~
707,I can’t change how u think.
707,Ok. I will make an exception and let you in on some info.
707,She must be reading this conversation through her smartphone.
707,"That’s enough, right?"
707,"Ok, I don’t."
707,As always~
707,I can’t help it tho T_T
707,Why would the information be called ‘classified’?
707,I have to leave now. Just got more work~
707,Glad you came lol
707,That was a bit disgusting just now.
707,Ur hard to beat…MC…ugh.
707,Can’t believe someone beat me…T_T
707,…Is it that?
707,Hmm… If u and my Star Wars lego spaceship both drown
707,then I will shout to u to get on that spaceship and escape.
707,Maybe that’s why?.
707,Maybe I should kidnap her ^^
707,Hmm. How did I?
707,I don’t know lol
707,What? They r?
707,"To be honest, what I was thinking was…"
707,I can’t get that thought out of my head.
707,If only I could give up my life to get her to come back…
707,It would be nice if only I could do that.
707,She did more good to the world than I would ever do.
707,but I don’t think so.
707,I really want to find that person.
707,so I made this enormous sacrifice for everyone lolol
707,"My company said that it would be fun, so I did it."
707,It was pretty fun lolol
707,"Anyways,"
707,If anything happens…
707,please come to this chatroom.
707,Don’t suddenly disappear or anything like that. ^^
707,I’m the one to thank u for listening to me.
707,I was just too busy in the morning to log in…
707,I guess he missed me lol
707,I’m sure I’ll get close with u soon lol
707,I didn’t lol. U can look at the chat history.
707,You mean you sneeze lol achew achew
707,lololol which do u hate more lolol
707,lololol u still haven’t gotten over ur fur allergy? lolol
707,Dunno. Don’t remember.
707,U don’t know car poor? Car hobo.
707,I heard they have a lot of money meow~
707,U want to know?
707,Get it on you two.
707,lolol I get to talk with MC.
707,Then so many fun things will happen~~
707,But they’ll be forced to give me a holiday.
707,So excited to see the boss’ angry face.
707,…It just means I’m ditching work for a week without asking ^^
707,Why~
707,that says it all.
707,I hope it’s soon.
707,It’s being delayed because of security issues.
707,Who the hell would do that.
707,I don’t know how it’s gonna play out…
707,"And the law says that work hours are from 00 to 24, right?"
707,Since he can take care of things without hearing her voice?
707,lololol love the honesty
707,Maybe u have zero interest?
707,"Well, they aren’t really on good terms…"
707,Now that I think about it…
707,I don’t know…
707,He wasn’t… exactly well.
707,"Even now,"
707,Endless misunderstandings
707,If u get older…
707,u become more numb to things like that.
707,I feel that he may be hiding something
707,but I don’t think that he’s changed a lot.
707,That’s what I’m doing right now.
707,That’s nothing new~.
707,I did try tracing him…
707,but didn’t find much.
707,But to be honest…
707,It’s not really about that…
707,I kept digging and it seemed…
707,to be related to a religious organization.
707,I was about to look into it more… but I’m just going to keep an eye out for now.
707,"Nah, that’ll never happen."
707,"Okay, I’ll keep that in mind."
707,I’ll have to collect more data.
707,The information isn’t conclusive yet so don’t overreact.
707,lol nothing’s hard~ it’s dine.
707,Mehhh~~
707,Just kidding~ lol
707,She’s ur fan.
707,He’s denying what she’s trying so hard to make clear.
707,Can I ask u a question?
707,What kind of a woman do you think would suit me?
707,Sorry lololol
707,Alien…
707,Someone brave!
707,Don’t u dare ignore a woman’s sixth sense yo
707,Coreana sitting across from next next next to me said so yo
707,Maybe u r foolish
707,The absolute truth is that
707,all women who care for looks will definitely like you lol
707,Just admit it lolol
707,U make a living out of people who care for looks lolol
707,Ur youtube views are all because of ur face lol
707,I do think that ur going to become a celebrity or a movie star soon tho.
707,I doubt u’d change~
707,"U don’t show off, u have no other passion~"
707,Ur a total workaholic lololol
707,U are a bit narcissistic but still lolololol
707,But still~
707,It feels good when more people recognize ur talent~
707,Surrounded by people The popularity!
707,Fame!
707,It’s a huge happiness to have ur name known.
707,Feeling satisfied in a small pond is ungrateful!
707,I helped u in the hopes u’d escape that small pond~! ++
707,U went super viral because it worked lolol
707,"But ultimately, everything worked out right? lolol"
707,He brought a bunch of sponsors to host a huge event
707,and u just kicked it
707,all away~
707,He just doesn’t like him.
707,Ya I think he’s jelly.
707,"Anyways, congrats on ur new role."
707,Who did u meet with? Were they fun people?
707,Who did you meet with?
707,What a powerful combination.
707,Moi?
707,Will they sign?
707,"Hmm~ If MC thinks so, we have no choice."
707,I
707,U know I read a lot of fantasy novels?
707,Yeah… I want to see more of that animal lol
707,I know that animal is not real lol
707,I’m not that stupid!
707,lolol Can’t u try looking for her?
707,"MC, u already know his taste."
707,"lolololol Yeah, find her! lolol"
707,Tell me if you find something!
707,Is anyone here?
707,"You both, plz listen to me."
707,"MC, you were here too."
707,I must have done something wrong to MC.
707,It’s difficult to say…
707,"The day I reveal top secret information, I might be gone from this world before I know it."
707,It’s a place I’m working part time as a freelancer
707,and they just lock people in for security reasons…
707,"So if I reveal classified information, they’ll probably torture me in the basement…"
707,It’s been a while since I’ve heard something like that.
707,Is that so!?
707,I am showing my vulnerability right now.
707,Save me T_T
707,I’m a nice person. Don’t say that lolol
707,We can just be friends ^^
707,"” I do not really understand what made you say that, but as someone who’s had a considerable amount of life experiences, I cannot say that I have never been in a relationship and I am not an innocent girl who has no experience whatsoever”"
707,You mean this?
707,You can’t take back what’s happened in the past! Unless you have a time machine!
707,Then it’s best not to say anything vague like that.
707,Liking someone is selfish.
707,It clouds your mind and makes you do and say things you normally wouldn’t.
707,"But the better you control that, the more control you have over relationships."
707,You can prevent any potential problems and have the upper hand in the relationship.
707,Although loneliness will follow you always (u x YOU o )
707,lololol I don’t know.
707,It says so…
707,…in the book called ‘Expert Playboy’.
707,Only because I like to read a variety of books.
707,Read it and become a playboy yo.
707,But
707,What were u doing?
707,No way. U can’t.
707,Big trouble…
707,It’s…
707,Gah… I was about to tell MC.
707,"So, I check the health reports of all the members…"
707,I’m sorry.
707,U’ve already lost trust in me
707,so u r not listening
707,And there’s a chance you might never wake up again…
707,…Don’t get so surprised.
707,It
707,exists
707,for sure.
707,Oh! That number’s nice. It’s the 10th multiple of 2.
707,According to my data
707,lol it’s nothing
707,U have to increase ur blood pressure if u want to wake up faster.
707,Ya. Dealing it wisely is the way to go.
707,Oh… I got work again.
707,Then I’ll get going.
707,U can trust me… ^^
707,Ya. I donated a lot too.
707,A group of developers… and what was the other place.
707,Anyways I donated my talent and gave some lectures. lol
707,I went to the developers meeting and gave them USBs with viruses as gifts ^^
707,Everyone will study to try to get rid of it.
707,"Ultimately, it brings good results ^^"
707,My trade & talent donation ^^
707,Oh. You did?
707,"Don’t worry, I’ll make sure he goes well."
707,That
707,is
707,because
707,omg it’s already time.
707,We’re in trouble.
707,do u have any last words
707,Ya. Hurry up.
707,I think he meant his hands are shaking.
707,"Ya. Well, something like that."
707,You forgave him. Good.
707,Not long till I refer him to a doctor.
707,That’s good for him lol
707,I think she is.
707,So nosy lol
707,Think it’s just for ur interests.
707,Why do u sound like the dean of a private school?
707,Jealous?
707,This isn’t a school.
707,U should date whoever u want to lol
707,"Right. MC, maybe you are jealous lolol"
707,I have something to say.
707,I found her.
707,I’m serious.
707,I thought u said members shouldn’t date each other?
707,I’ll tell her to send u an email.
707,The main character always comes last.
707,Without that incident
707,and the supermarket wouldn’t have seen profit go up
707,I wouldn’t have found out who broke my precious figurine
707,"No, actually never mind. This isn’t really important."
707,"Anyways, you who broke my toy"
707,are forgiven!!
707,From a gloomy life!
707,"Without a girlfriend, without games…"
707,a clean life like a potato salad without mayo
707,a life like a worn out hoodie.
707,You have been saved from that life.
707,Proof
707,"Nah, never did that."
707,Even if I become a laughing stock…
707,U would say this.
707,“Don’t let your right hand know what your left hand is doing.”
707,The moment u reach enlightenment
707,u will forever be grateful.
707,The day u realize that it’s all thanks to me
707,u’ll realize I have the heart of a parent.
707,…Said the devil.
707,No. Should I say said the angel.
707,You’re playing games again?
707,Don’t log on~ Darling~
707,I tried to hard.
707,Don’t play games.
707,Sometimes I seriously wonder
707,who’s the worst narcissist.
707,Wow! Gimme one lol
707,"I’ll tell them to contact u, MC^^"
707,Then everyone will be surprised if MC and I started dating ^^
707,Shocked
707,Should I…
707,prepare myself? lol
707,At least I’m not childish like u all.
707,Madam! Please put that taser away! That’s for torture.
707,No. But when did you come in? The gate question changes at midnight… You managed to come in!?
707,"Alright alright. You’re the boss and I’m the servant, right?"
707,Because I didn’t work.
707,Oh my god! I can’t believe I didn’t finish work! Oh no! What should I do??
707,But… I do have a prediction report saying that I’ll do really well if I get compensated with cars. Do you want to see it?
707,"Oh, right. Cancel that."
707,I was just about to say. My house is so dirty that I’m always distracted… The boss will understand once we give him a picture of my house.
707,"Since my house is like this, I can’t help but imagine decoding all the dust particles that fly around here… Huh…!? Decoding it in my imagination is making me hallucinate all the palm oil particles from the Honey Buddha Chips multiplying exponentially!"
707,"I want to eat them….! Oh, god… I see corn starch and honey particles floating around over there…!"
707,An idiot…? Aren’t you being too harsh to a genius secret agent right now?
707,"No. If you’re not going to clean, then I need to play a round of LOLOL. I’m serious."
707,Huh? What? But why dud my screen freeze…?
707,"That’s not it, meow!"
707,I apologize.
707,I made a grave mistake.
707,This is trouble
707,There was a bug!?!!
707,Sry if i surprised u.
707,"The world is drowning in bugs as sleepless nights go by,"
707,"and rather than let the sensitive one, the cute one, and the game addict meet their downfall,"
707,it is time for me to come to the rescue.
707,But right now
707,it’s an
707,emergency!!!
707,I respect everyone.
707,"Yes, move over!!"
707,We must destroy our enemies!!
707,I have a good excuse for the bug.
707,In the industry we call internet cockroaches…
707,Exactly.
707,You’re… right.
707,I don’t have clear evidence yet
707,but I think that’s the case…
707,I couldn’t believe my eyes when I first saw the log!!
707,I tightened the security;;
707,I was really shocked too T_T
707,Don’t worry. That’s not the case.
707,"There’s a record of him requesting a call on the messenger,"
707,so I think he sent an alarm or some type of message.
707,I can’t believe what’s happening.
707,He didn’t even touch the database.
707,I’m actually worried about that too…
707,There’s a high possibility that it’s the same person.
707,We’ll have to see about that…
707,But they did happen within days one after another
707,so I’ll have to think they are somehow related.
707,"Ya. It makes so much sense that they’re the same person,"
707,but we don’t have any evidence!
707,Turning on serious mode!!
707,I’m sorry that
707,I haven’t found anything yet T_T
707,I think it’s best
707,if everyone’s careful
707,I’ll look into it real hard
707,Don’t you worry!
707,I’ll prove to everyone that team play is always better than solo play!
707,The environment is important when on a mission!
707,who keeps the place clean!
707,But what do we do about MC?
707,"If I’m serious about this,"
707,I would like to go there myself
707,to protect MC if possible….
707,Thank you but
707,I can’t go right away.
707,"but,"
707,I’d rather be rejected.
707,"Right now,"
707,I’m busy working for the intelligence agency…
707,I have piles of work to go through…
707,There is a way.
707,I installed at the apartment
707,24/7 with
707,I can’t help it!
707,It’s because of work!
707,Ya. The info won’t leak!
707,is in the same position as I am.
707,I’ll never take my eyes off it!
707,So that you’re never in danger!
707,"Since we’re talking about it, I should set it up right now!"
707,can’t focus…
707,Sorry MC T_T
707,I will!
707,I’ll work harder
707,"just for you, MC!"
707,"I’d like to,"
707,That too…
707,"Anyways,"
707,and nothing strange happening!!
707,I’ve been looking at it
707,every 2.35 seconds
707,just in case something happens.
707,But just looking at the screen
707,makes me so frustrated…
707,"We even locked our eyes once, right?!"
707,You seemed to be going to the convenience store earlier.
707,It doesn’t count since I’m not physically there T_T
707,Can’t believe there’s nothing I can do…!!!
707,I can’t give you a body guard… and I can’t go...
707,I wish I could go…
707,Sorry that I can’t T_T
707,"But for some reason,"
707,So…
707,But I guess that would take a long time. T_T
707,Maybe you’d like that…
707,I’m not confident enough to send it to ur place.
707,You don’t like it T_T
707,if I have the time for that….
707,It spits fire from its mouth. Do you think the government will approve? ^^
707,For protection… that’s why I made it spit fire.
707,"Haha, it does."
707,;;;
707,"But still, isn’t it pretty?"
707,I thought
707,it would be perfect for MC
707,while making it.
707,Since both of them are cute…!
707,"Of course, you’re not a robot!!!"
707,I’ll just take it that you don’t like the design…
707,I feel like my great secret has been revealed;;;
707,B
707,U
707,T…
707,"Even if I make things like this,"
707,it won¡t help MC….
707,But that’s the main part…
707,And it also might explode because of the gas tank T_T
707,I should create a cute version that doesn’t spit out fire lolol
707,I should just work…
707,Why did I do that??
707,The more anxious you are… smell your time.
707,okie dokie
707,Is there no hope? T_T
707,I should;;
707,I’m gonna clear my head a bit
707,and come back.
707,I’ll try…
707,I’ll be keeping an eye on you even while I’m taking a break
707,so don’t worry!
707,It is.
707,Aaaargh!
707,I let MC see my consciousness splitting!!
707,I’m sorry.
707,I didn’t want you to see me like this…
707,I can’t focus.
707,"To be honest,"
707,I keep getting worried about MC…..
707,But I can’t go right now.
707,I still have more work to do;;;
707,I’m trying…
707,but why do my eyes
707,But it spits out real fire… It’s dangerous;;
707,What if something like that happens…?
707,"If MC gets hurt,"
707,I’d never be able to forgive myself…
707,It’s not a souvenir.
707,I just made it because I couldn’t focus.
707,She’s right.
707,I should stop wasting my time…
707,Worrying about her!?
707,You think…?
707,"I’m just so nervous,"
707,and feel worried
707,and wanna make gifts
707,and I can’t focus
707,and I keep wanting to turn on the messenger
707,and I want to call her!!!
707,I’m going crazy.
707,My brain is not wired to have such emotions.
707,What thought?
707,But I read Expert Playboy
707,and it didn’t mention anything like that.
707,How am I supposed to react here?;;
707,"well, we’re just playing around;;"
707,"Well, no, that’s…"
707,i couldn’t really calm down and was all over the place.
707,It just put all the parts together itself and created itself.
707,I should… but I can’t.
707,I can’t get used to myself being liket his.
707,I can’t be like this.
707,Greek Seven Mythology.
707,It’s not the time to think about this.
707,I want to live in a world where that’s possible…
707,Because
707,I don’t do things like that. lol
707,Romantic relationships are not for me >.<
707,I don’t think I make sense either.
707,Should I throw it away;?
707,Useless crap…
707,I doubt it…
707,"Well, it’s been a while…"
707,So I made a robot. Big deal.
707,I even manage the Tripter bot.
707,So I didn’t tell you.
707,Didn’t I say??
707,I just forgot after making it;;
707,My pure innocent heart
707,f
707,"Anyways,"
707,makes me feel good.
707,What are you talking about?!
707,"Now that I’ve said it here,"
707,it’s not a secret anymore…
707,I just forgot to mention it until now. lol I never tried to hide it or anything >_<
707,That exactly. lol
707,"The more people, the better."
707,"Anyways,"
707,the fact of matter is
707,Honesty is a luxury for me. lolol
707,What if I go out of my way to be honest
707,and something bad happens?
707,Oh right!
707,"I was working, wasn’t I."
707,Now once every 2.15 seconds…
707,"Maybe it’s because of that,"
707,but time seems to be flying by…
707,How can the day past by so meaninglessly!
707,But I couldn’t even get the work done for the agency…
707,It’ embarrassing T_T
707,Why did I? T_T
707,I’m sorry.
707,I feel like time flew by exceptionally fast today…
707,But…
707,I’m surprised to see that
707,"but if you think about it,"
707,He has parents who scold him
707,and can complain about them.
707,I…
707,"can’t do that, haha."
707,"It’s not like that, haha."
707,I hope I get to tell you about it one day
707,if I ever get too…
707,"I guess it’s because it’s late, but I’m not in a good mood."
707,You be careful too.
707,You might sink into the ground if you are so down. lol
707,"Anyways, MC,"
707,"don’t let your spirits get down,"
707,and don’t start guessing about me. lolol
707,Don’t be!
707,You’ll get hurt if you do!!!
707,I don’t want you to get hurt.
707,I really mean this!
707,"I tried… my best, but epic failure…."
707,I will repent!
707,So many thing happen in this world
707,and I don’t want to complicate things further.
707,"But if people start guessing,"
707,then you have no choice but to have complicated thoughts lolol
707,707 is supposed to just laugh things off and make fun of everything.
707,"Thankful that not mush is happening,"
707,"and with God deep inside my heart,"
707,Don’t be so serious about it.
707,I get comforted by the fact that there is something in this world that will never change.
707,I can’t ever desire or have….
707,what I don’t deserve.
707,lololol I really hope that’s the case…
707,Seriously…
707,What’s wrong with me?
707,"Oh sorry, haha."
707,I guess I bothered you by talking about it.
707,I must be tired;;
707,I’ll try hard not to bother you.
707,But I guess… this is still how it is.
707,"Even when I know that nothing is happening,"
707,I just feel like something dangerous will happen.
707,I…
707,I have a memory card that can’t save anything.
707,"When I turn off the engine,"
707,I have to… give everything up…
707,I wanna explode!
707,I don’t even know what I’m like anymore.
707,I feel like… even I will forget who I was.
707,I’m a bit all over the place today.
707,I feel so weird that
707,We probably…
707,won’t have a chance to go together ^^;
707,Oh right!
707,Oh yeah!
707,I’m gonna mess the hell out of them haha.
707,I should have thought better.
707,I guess I was weirder then usual today.
707,I’ll get going.
707,"Tomorrow,"
707,"As long as my engine is on,"
707,"Like a cute meerkat protector in the lonely dessert,"
707,I will guard everyone
707,with glistening eyes!
707,"Look at me, I’m saying gibberish again."
707,Got my vibe back!!!
707,Really?
707,It looks pretty cool to me...
707,"But more than that,"
707,I brought a photo that will
707,Tada!
707,Why am I the only one who gets this? T_T.
707,Do u know what that means?
707,That’s on the dictionary!?
707,I haven’t… but I want one +_+.
707,;;; Who taught you that!
707,What do you mean? lol
707,Do you think I can be such a multi-dimensional character? TT
707,Please forget last night;;;
707,Maybe you don’t know how to access your emails? ;;
707,You can see it if you go to the email section at the main menu. lol
707,f it later.
707,I didn’t too!
707,Hmm… But I did;;
707,forward it to me;
707,I’m sure you feel iffy because of all the strange things that have been happening. T_T
707,Yup. I’m busy!
707,But I can’t miss a single clue!
707,I’ll trace it as soon as I have time.
707,"I, Seven, am"
707,always ready to sacrifice myself for you
707,No address
707,No bodyguards.
707,What?
707,I suddenly thought of something to test. lol
707,I have to get going!
707,Nope. Busy.
707,"I’m ready,"
707,"but if you meet someone like me, your life will get messed up."
707,"Anyways,"
707,"you said you’re going on a business trip today, right?"
707,Have a safe flight.
707,I’ll get going!
707,Make sure to keep the door locked!
707,Promise me…!
707,I’m going to finish it. The day’s still young~. Have a positive mind and some hope…!
707,"Oh come on~ Mister~ Just wait a minute~ My delicate heart doesn’t feel ready yet~ But first, is everything fine at the apartment?"
707,Ma’am. Can I say something?
707,I can’t get things done because I’m trying to do everything all at once…!
707,Why?!
707,Yes… We do.
707,You’re right… What’s wrong with me?
707,I do.
707,But why do I have such a bad feeling about this…?
707,Something feels strange… I just feel like something will happen to MC…
707,I can’t focus. Damn…
707,I’m nervous too.
707,At how much trouble he’ll be in.
707,So curious
707,Crazy jerk???
707,feel like he’s just been terrorized lol
707,I can send you some ^^
707,Mr. Director’s always the ones who makes the decisions.
707,So I guess he always thinks he’s right and did it.
707,I think most people can’t understand his life… lol
707,What?
707,Thats the power of binary numbers.
707,"Whatever you say,"
707,I can’t hear you lol
707,oh…
707,I actually came here to talk about that;;;
707,Found who sent it!
707,Yup. That’s the point.
707,Grilled spam mail
707,Yum
707,It’s not spam…
707,I was surprised too
707,when I looked into it.
707,I tracked sender’s proxy
707,I guess it’s difficult to understand.
707,"I didn’t get it… But yeah, I think so;"
707,I… think I kind of know.
707,Maybe he’s after information…
707,but I’m worried about MC since she doesn’t have any bodyguard..
707,There’s not much I can say right now.
707,I’m sorry…
707,Please trust me and wait a bit.
707,I’ll be keeping an eye on you like right now.
707,I’mm be more attentive from now on…
707,I don’t know that too…
707,"I’ll find out more about it,"
707,so I think everyone should
707,stick with their bodyguards for the time being…
707,It is dangerous since the information is all located in the apartment.
707,Well lol My gate protects me! lolol
707,I don’t leave the house.
707,I don’t really have time to feel suffocated…
707,It’s bearable so far.
707,"Haha, I can be antisocial. It doesn’t matter."
707,Oh! Good idea. lololol
707,Ya. If all gets resolved and things go well…
707,The fact that I know their IP
707,means that I know their physical address.
707,Now that I know their address
707,I’ll have to get ready barge in there myself.
707,but I think going there myself is the best way to solve it.
707,To be honest… I don’t know how else to finish this.
707,I’ll have to make time.
707,That’s my specialty. lol
707,"If you work for the agency, you go through these things…"
707,I’ve done more difficult missions on my own. lol
707,How could I take you there when I don’t even know what’ll be there? …
707,You can’t. You have to practice your acting;
707,And you might get a new role.
707,I’ve done some similar things as an agent.
707,"No, it’s fine."
707,"You have to practice your acting,"
707,and what if you get a new role? lolol
707,That is important.
707,Then I’ll get going
707,to prepare everything!
707,I can’t afford to make any mistakes!
707,I’m in a time crunch
707,so I’ll get going!
707,I shouldn’t have accepted this client. It’s too dangerous…
707,God… I know.
707,If I put this here… okay! Finished.
707,Oh… I know right? I made another useless thing again. What’s wrong with me? I guess I don’t value my life.
707,"Yeah, go ahead."
707,I’m tired of your lectures.
707,The boss?
707,You don’t understand…. You don’t know how anxious I am.
707,It’s not like that. I just want to help her be safe where she is. She’s… important to me.
707,I know… I know!
707,Time bomb…
707,Yes. Work kept me tied…
707,Me?
707,I’m sorry.
707,I’m sorry I can’t do anything more for your safety.
707,I tried…
707,"But I left a voice message, so he’ll call me as soon as he hears it."
707,That’s… that’s what I’m most worried of…
707,"We have to be a team so that nothing like that happens, MC."
707,Please… I hope no one gets hurt because I wasn’t good enough…
707,That’s… that’s not always the case….
707,You can say that because you don’t know much about me.
707,Yes…
707,I don’t think I’ve told you much about myself.
707,what kind of work I do for the agency…
707,And dark things like that.
707,Because the work I do is nothing but dark and filthy.
707,I didn’t want to tell anyone about that.
707,But…
707,now that this is happening… I feel like I should talk about it a little.
707,Because if anything happens…
707,if anything bad happens because of me…
707,you… and all the other members
707,will be in so much shock…
707,So it’s actually weird
707,for me to say that nothing bad will happen.
707,Of course you’d feel that way.
707,So…
707,I’m sorry I couldn’t tell you this sooner.
707,The place I work for won’t think it’s weird
707,if someone dies this next minute.
707,I’m so sorry… that you got involved with me
707,when that’s the world I live in…
707,"It’s the only path I could choose, so I don’t want to whine about it."
707,But… I want you to know this.
707,"Nothing good will come out of you knowing,"
707,but I’m not a clean and bright person…
707,And
707,"since you can be put in danger because of me,"
707,we need to keep our distance…
707,"If we’re like how we are now, where we can’t meet"
707,"and you’re neither friend nor family, you’ll be safe."
707,you and me…
707,did we ever have any kind of relationship?
707,We just talked a bit
707,here in this chatroom…
